attribute_1,attribute_2,attribute_3,attribute_4,attribute_5,attribute_6,attribute_7,attribute_8,attribute_9,attribute_10,attribute_11,attribute_12,attribute_13,attribute_14,attribute_15,attribute_16,attribute_17,attribute_18,attribute_19,attribute_20,attribute_21,attribute_22,attribute_23,attribute_24,attribute_25,attribute_26,attribute_27,attribute_28,attribute_29,attribute_30,attribute_31,attribute_32,attribute_33,attribute_34,attribute_35,attribute_36,attribute_37,attribute_38,attribute_39,attribute_40,attribute_41,attribute_42,attribute_43,attribute_44,attribute_45,attribute_46,attribute_47,attribute_48,attribute_49,attribute_50,attribute_51,attribute_52,attribute_53,attribute_54,attribute_55,attribute_56,attribute_57,attribute_58,attribute_59,attribute_60,class
0.01769999973475933,0.029999999329447746,0.02879999950528145,0.039400000125169754,0.06300000101327896,0.05260000005364418,0.06880000233650208,0.0632999986410141,0.06239999830722809,0.06129999831318855,0.1679999977350235,0.3476000130176544,0.4560999870300293,0.5188000202178955,0.6308000087738037,0.7200999855995178,0.5152999758720398,0.38179999589920044,0.26440000534057617,0.3345000147819519,0.48649999499320984,0.6628000140190125,0.7389000058174133,0.9212999939918518,1.0,0.7749999761581421,0.5593000054359436,0.6172000169754028,0.8634999990463257,0.6592000126838684,0.47699999809265137,0.4982999861240387,0.3330000042915344,0.3075999915599823,0.28760001063346863,0.22259999811649323,0.07940000295639038,0.06030000001192093,0.10490000247955322,0.060600001364946365,0.15299999713897705,0.09830000251531601,0.16429999470710754,0.19009999930858612,0.11069999635219574,0.19169999659061432,0.14669999480247498,0.03920000046491623,0.035599999129772186,0.027000000700354576,0.01679999940097332,0.010200000368058681,0.012199999764561653,0.004399999976158142,0.007499999832361937,0.012400000356137753,0.00989999994635582,0.00570000009611249,0.0031999999191612005,0.0019000000320374966,0.0
0.04280000180006027,0.05550000071525574,0.07079999893903732,0.061799999326467514,0.12150000035762787,0.15240000188350677,0.1543000042438507,0.03909999877214432,0.061000000685453415,0.011300000362098217,0.12549999356269836,0.24729999899864197,0.3010999858379364,0.37470000982284546,0.4519999921321869,0.5392000079154968,0.6588000059127808,0.7113000154495239,0.760200023651123,0.8672000169754028,0.8416000008583069,0.7973999977111816,0.8385000228881836,0.9316999912261963,0.8554999828338623,0.6161999702453613,0.4138999879360199,0.32690000534057617,0.3107999861240387,0.25540000200271606,0.3366999924182892,0.4465000033378601,0.5,0.5110999941825867,0.5194000005722046,0.461899995803833,0.42340001463890076,0.43720000982284546,0.427700012922287,0.4433000087738037,0.3700000047683716,0.33239999413490295,0.2563999891281128,0.25270000100135803,0.21369999647140503,0.17890000343322754,0.10100000351667404,0.052799999713897705,0.04529999941587448,0.011800000444054604,0.0008999999845400453,0.0142000000923872,0.017899999395012856,0.007899999618530273,0.006000000052154064,0.013100000098347664,0.008899999782443047,0.00839999970048666,0.011300000362098217,0.004900000058114529,1.0
0.009399999864399433,0.06109999865293503,0.1136000007390976,0.12030000239610672,0.040300000458955765,0.12269999831914902,0.24950000643730164,0.45660001039505005,0.6586999893188477,0.5078999996185303,0.33500000834465027,0.08340000361204147,0.3003999888896942,0.39570000767707825,0.37689998745918274,0.38280001282691956,0.12470000237226486,0.1362999975681305,0.2678000032901764,0.9187999963760376,0.9779000282287598,0.32359999418258667,0.19439999759197235,0.1873999983072281,0.0885000005364418,0.3443000018596649,0.2953000068664551,0.5907999873161316,0.4564000070095062,0.7333999872207642,0.19689999520778656,0.27900001406669617,0.6212000250816345,0.8680999875068665,0.8621000051498413,0.9380000233650208,0.8327000141143799,0.9480000138282776,0.6721000075340271,0.44359999895095825,0.5163000226020813,0.38089999556541443,0.15569999814033508,0.14489999413490295,0.2662000060081482,0.18060000240802765,0.16990000009536743,0.25589999556541443,0.11289999634027481,0.020099999383091927,0.04800000041723251,0.023399999365210533,0.017500000074505806,0.03519999980926514,0.015799999237060547,0.032600000500679016,0.020099999383091927,0.01679999940097332,0.02449999935925007,0.015399999916553497,1.0
0.020099999383091927,0.011599999852478504,0.012299999594688416,0.02449999935925007,0.05469999834895134,0.020800000056624413,0.08910000324249268,0.0835999995470047,0.13349999487400055,0.11990000307559967,0.17419999837875366,0.1386999934911728,0.20419999957084656,0.257999986410141,0.26159998774528503,0.20970000326633453,0.2531999945640564,0.3212999999523163,0.4327000081539154,0.47600001096725464,0.532800018787384,0.6057000160217285,0.6696000099182129,0.7476000189781189,0.8930000066757202,0.940500020980835,1.0,0.9785000085830688,0.8472999930381775,0.7638999819755554,0.6700999736785889,0.49889999628067017,0.3718000054359436,0.21960000693798065,0.14159999787807465,0.2680000066757202,0.2630000114440918,0.31040000915527344,0.3391999900341034,0.21230000257492065,0.11699999868869781,0.265500009059906,0.22030000388622284,0.15410000085830688,0.14640000462532043,0.10440000146627426,0.12250000238418579,0.07450000196695328,0.04899999871850014,0.02239999920129776,0.0031999999191612005,0.007600000128149986,0.0044999998062849045,0.00559999980032444,0.007499999832361937,0.003700000001117587,0.0044999998062849045,0.002899999963119626,0.0007999999797903001,0.0017999999690800905,0.0
0.07069999724626541,0.12520000338554382,0.14470000565052032,0.16439999639987946,0.16930000483989716,0.0843999981880188,0.07150000333786011,0.09470000118017197,0.1582999974489212,0.12470000237226486,0.23399999737739563,0.17640000581741333,0.22840000689029694,0.31150001287460327,0.4724999964237213,0.5543000102043152,0.5386000275611877,0.37459999322891235,0.45829999446868896,0.5960999727249146,0.746399998664856,0.7644000053405762,0.5710999965667725,0.6256999969482422,0.6694999933242798,0.713100016117096,0.7566999793052673,0.807699978351593,0.8476999998092651,0.9289000034332275,0.9513000249862671,0.7994999885559082,0.43619999289512634,0.4047999978065491,0.4952000081539154,0.1712000072002411,0.365200012922287,0.37630000710487366,0.2840999960899353,0.04270000010728836,0.5331000089645386,0.6952000260353088,0.42879998683929443,0.30630001425743103,0.5835000276565552,0.5691999793052673,0.2630000114440918,0.11959999799728394,0.09830000251531601,0.03739999979734421,0.029100000858306885,0.015599999576807022,0.019700000062584877,0.013500000350177288,0.01269999984651804,0.013799999840557575,0.013299999758601189,0.013100000098347664,0.015399999916553497,0.021800000220537186,1.0
0.037300001829862595,0.02810000069439411,0.02319999970495701,0.02250000089406967,0.017899999395012856,0.07329999655485153,0.08410000056028366,0.1031000018119812,0.09929999709129333,0.08020000159740448,0.15639999508857727,0.2565000057220459,0.2624000012874603,0.11789999902248383,0.059700001031160355,0.15629999339580536,0.2240999937057495,0.358599990606308,0.17919999361038208,0.3255999982357025,0.6079000234603882,0.6988000273704529,0.8391000032424927,0.8553000092506409,0.7710000276565552,0.6215000152587891,0.5735999941825867,0.44020000100135803,0.40560001134872437,0.44110000133514404,0.5130000114440918,0.5964999794960022,0.7271999716758728,0.6539000272750854,0.5902000069618225,0.5393000245094299,0.48969998955726624,0.4081000089645386,0.41449999809265137,0.6003000140190125,0.7196000218391418,0.6632999777793884,0.6287000179290771,0.40869998931884766,0.32120001316070557,0.251800000667572,0.14820000529289246,0.09880000352859497,0.031700000166893005,0.026900000870227814,0.006599999964237213,0.0007999999797903001,0.0044999998062849045,0.002400000113993883,0.0006000000284984708,0.007300000172108412,0.009600000455975533,0.005400000140070915,0.008500000461935997,0.006000000052154064,0.0
0.03680000081658363,0.027899999171495438,0.010300000198185444,0.05660000070929527,0.07590000331401825,0.06790000200271606,0.09700000286102295,0.14730000495910645,0.21639999747276306,0.25440001487731934,0.2935999929904938,0.29350000619888306,0.26570001244544983,0.31869998574256897,0.2793999910354614,0.2533999979496002,0.1979999989271164,0.19290000200271606,0.2825999855995178,0.3244999945163727,0.35040000081062317,0.33239999413490295,0.42170000076293945,0.477400004863739,0.48080000281333923,0.6324999928474426,0.8334000110626221,0.9458000063896179,1.0,0.8424999713897705,0.5523999929428101,0.4794999957084656,0.5199999809265137,0.3968000113964081,0.1940000057220459,0.15189999341964722,0.20100000500679016,0.1736000031232834,0.10289999842643738,0.22439999878406525,0.3716999888420105,0.4449000060558319,0.3939000070095062,0.2029999941587448,0.20100000500679016,0.21870000660419464,0.18400000035762787,0.1476999968290329,0.09709999710321426,0.02239999920129776,0.01510000042617321,0.010499999858438969,0.002400000113993883,0.0017999999690800905,0.00570000009611249,0.009200000204145908,0.0008999999845400453,0.00860000029206276,0.010999999940395355,0.005200000014156103,1.0
0.06350000202655792,0.07090000063180923,0.04529999941587448,0.0333000011742115,0.01850000023841858,0.12600000202655792,0.1014999970793724,0.19179999828338623,0.3361999988555908,0.38999998569488525,0.4674000144004822,0.5631999969482422,0.550599992275238,0.4343000054359436,0.3052000105381012,0.3492000102996826,0.39750000834465027,0.38749998807907104,0.527999997138977,0.7197999954223633,0.7702000141143799,0.8561999797821045,0.8687999844551086,0.9236000180244446,1.0,0.9661999940872192,0.982200026512146,0.7360000014305115,0.415800005197525,0.29179999232292175,0.328000009059906,0.36899998784065247,0.3449999988079071,0.28630000352859497,0.08640000224113464,0.3723999857902527,0.4648999869823456,0.34880000352859497,0.18170000612735748,0.11420000344514847,0.12200000137090683,0.2621000111103058,0.44609999656677246,0.4726000130176544,0.3262999951839447,0.14229999482631683,0.039000000804662704,0.0406000018119812,0.031099999323487282,0.00860000029206276,0.015399999916553497,0.004800000227987766,0.0024999999441206455,0.008700000122189522,0.007199999876320362,0.009499999694526196,0.00860000029206276,0.008500000461935997,0.004000000189989805,0.005100000184029341,1.0
0.05260000005364418,0.056299999356269836,0.12189999967813492,0.12060000002384186,0.02459999918937683,0.10220000147819519,0.05389999970793724,0.04390000179409981,0.22910000383853912,0.1632000058889389,0.25440001487731934,0.2806999981403351,0.3010999858379364,0.3361000120639801,0.30239999294281006,0.22849999368190765,0.29100000858306885,0.1316000074148178,0.11509999632835388,0.34040001034736633,0.5562000274658203,0.6378999948501587,0.6553000211715698,0.7383999824523926,0.6534000039100647,0.5422999858856201,0.6876999735832214,0.7325000166893005,0.772599995136261,0.8228999972343445,0.8787000179290771,0.9107999801635742,0.6704999804496765,0.6092000007629395,0.7505000233650208,0.47749999165534973,0.16660000383853912,0.3749000132083893,0.3776000142097473,0.21060000360012054,0.5885999798774719,0.5627999901771545,0.25769999623298645,0.5245000123977661,0.6148999929428101,0.5123000144958496,0.3384999930858612,0.14990000426769257,0.05460000038146973,0.027000000700354576,0.03799999877810478,0.033900000154972076,0.01489999983459711,0.03350000083446503,0.03759999945759773,0.017400000244379044,0.013199999928474426,0.010300000198185444,0.036400001496076584,0.020800000056624413,1.0
0.044199999421834946,0.04769999906420708,0.004900000058114529,0.05810000002384186,0.027799999341368675,0.06780000030994415,0.1664000004529953,0.14900000393390656,0.09740000218153,0.12680000066757202,0.11089999973773956,0.23749999701976776,0.20069999992847443,0.21400000154972076,0.11089999973773956,0.20360000431537628,0.2468000054359436,0.6682000160217285,0.8345000147819519,0.8252000212669373,0.8016999959945679,0.8981999754905701,0.9664000272750854,0.8514999747276306,0.6625999808311462,0.32409998774528503,0.2054000049829483,0.5669000148773193,0.5726000070571899,0.4876999855041504,0.7531999945640564,0.7599999904632568,0.5184999704360962,0.41200000047683716,0.5559999942779541,0.5569000244140625,0.13359999656677246,0.3831000030040741,0.4611000120639801,0.43299999833106995,0.2556000053882599,0.14659999310970306,0.3488999903202057,0.26589998602867126,0.09440000355243683,0.13699999451637268,0.13439999520778656,0.041600000113248825,0.07190000265836716,0.06369999796152115,0.020999999716877937,0.020400000736117363,0.02160000056028366,0.013500000350177288,0.005499999970197678,0.007300000172108412,0.00800000037997961,0.010499999858438969,0.005900000222027302,0.010499999858438969,0.0
0.02070000022649765,0.05350000038743019,0.033399999141693115,0.08179999887943268,0.07400000095367432,0.03240000084042549,0.09179999679327011,0.10700000077486038,0.15530000627040863,0.1234000027179718,0.17960000038146973,0.17870000004768372,0.12470000237226486,0.25769999623298645,0.3370000123977661,0.39899998903274536,0.1647000014781952,0.22660000622272491,0.32190001010894775,0.5356000065803528,0.8159000277519226,1.0,0.8701000213623047,0.6888999938964844,0.6298999786376953,0.5738000273704529,0.5706999897956848,0.597599983215332,0.4300999939441681,0.20579999685287476,0.10000000149011612,0.22470000386238098,0.23080000281333923,0.3977000117301941,0.33169999718666077,0.17260000109672546,0.1429000049829483,0.2168000042438507,0.19670000672340393,0.21400000154972076,0.36739999055862427,0.20229999721050262,0.07779999822378159,0.0925000011920929,0.23880000412464142,0.3400000035762787,0.25940001010894775,0.11020000278949738,0.09109999984502792,0.04619999974966049,0.017100000753998756,0.0032999999821186066,0.004999999888241291,0.01899999938905239,0.010300000198185444,0.01209999993443489,0.00419999985024333,0.008999999612569809,0.007000000216066837,0.00989999994635582,1.0
0.025699999183416367,0.04470000043511391,0.03880000114440918,0.023900000378489494,0.1315000057220459,0.13230000436306,0.1607999950647354,0.21449999511241913,0.08470000326633453,0.05609999969601631,0.08910000324249268,0.08609999716281891,0.15309999883174896,0.15240000188350677,0.18490000069141388,0.2870999872684479,0.20090000331401825,0.27480000257492065,0.5016999840736389,0.21719999611377716,0.49779999256134033,0.5264999866485596,0.36469998955726624,0.5767999887466431,0.5160999894142151,0.5715000033378601,0.40059998631477356,0.36500000953674316,0.6685000061988831,0.8658999800682068,0.8051999807357788,0.4081999957561493,0.3379000127315521,0.5091999769210815,0.6776000261306763,0.7312999963760376,0.6061999797821045,0.7039999961853027,0.8848999738693237,0.8978999853134155,0.7750999927520752,0.7246999740600586,0.7732999920845032,0.776199996471405,0.6008999943733215,0.4514000117778778,0.30959999561309814,0.1859000027179718,0.09560000151395798,0.020600000396370888,0.020600000396370888,0.009600000455975533,0.015300000086426735,0.009600000455975533,0.013100000098347664,0.01979999989271164,0.0024999999441206455,0.019899999722838402,0.025499999523162842,0.017999999225139618,0.0
0.09679999947547913,0.08209999650716782,0.06289999932050705,0.06080000102519989,0.0617000013589859,0.12070000171661377,0.09440000355243683,0.4223000109195709,0.574400007724762,0.5024999976158142,0.34880000352859497,0.17000000178813934,0.20759999752044678,0.30869999527931213,0.42239999771118164,0.5311999917030334,0.243599995970726,0.188400000333786,0.1907999962568283,0.832099974155426,1.0,0.4075999855995178,0.09600000083446503,0.19280000030994415,0.2418999969959259,0.3790000081062317,0.28929999470710754,0.3450999855995178,0.37770000100135803,0.5213000178337097,0.23160000145435333,0.3334999978542328,0.4781000018119812,0.6115999817848206,0.6704999804496765,0.737500011920929,0.7355999946594238,0.77920001745224,0.6787999868392944,0.5259000062942505,0.27619999647140503,0.15449999272823334,0.20190000534057617,0.22310000658035278,0.4221000075340271,0.3066999912261963,0.13289999961853027,0.13490000367164612,0.10570000112056732,0.04989999905228615,0.020600000396370888,0.007300000172108412,0.008100000210106373,0.030300000682473183,0.01899999938905239,0.021199999377131462,0.012600000016391277,0.020099999383091927,0.020999999716877937,0.004100000020116568,1.0
0.0203000009059906,0.01209999993443489,0.03799999877810478,0.012799999676644802,0.053700000047683716,0.08739999681711197,0.10209999978542328,0.0851999968290329,0.1136000007390976,0.17470000684261322,0.21979999542236328,0.2721000015735626,0.21050000190734863,0.17270000278949738,0.20399999618530273,0.1785999983549118,0.13179999589920044,0.22599999606609344,0.23579999804496765,0.310699999332428,0.3905999958515167,0.36309999227523804,0.48089998960494995,0.6531000137329102,0.7811999917030334,0.8395000100135803,0.9179999828338623,0.9768999814987183,0.8937000036239624,0.7021999955177307,0.6499999761581421,0.5069000124931335,0.3903000056743622,0.30090001225471497,0.15649999678134918,0.09849999845027924,0.2199999988079071,0.22429999709129333,0.2736000120639801,0.2152000069618225,0.24379999935626984,0.31540000438690186,0.21119999885559082,0.09910000115633011,0.05939999967813492,0.1940000057220459,0.19370000064373016,0.10819999873638153,0.03359999880194664,0.01769999973475933,0.020899999886751175,0.013399999588727951,0.009399999864399433,0.004699999932199717,0.0044999998062849045,0.00419999985024333,0.00279999990016222,0.003599999938160181,0.0013000000035390258,0.0015999999595806003,1.0
0.007199999876320362,0.0027000000700354576,0.008899999782443047,0.006099999882280827,0.041999999433755875,0.08649999648332596,0.11819999665021896,0.09989999979734421,0.19760000705718994,0.23180000483989716,0.24719999730587006,0.2879999876022339,0.2125999927520752,0.07079999893903732,0.11940000206232071,0.2808000147342682,0.4221000075340271,0.527899980545044,0.5856999754905701,0.6152999997138977,0.6753000020980835,0.7872999906539917,0.8974000215530396,0.9828000068664551,1.0,0.8460000157356262,0.6054999828338623,0.303600013256073,0.014399999752640724,0.2526000142097473,0.4334999918937683,0.4918000102043152,0.5408999919891357,0.5960999727249146,0.5248000025749207,0.37770000100135803,0.23690000176429749,0.1720000058412552,0.18780000507831573,0.32499998807907104,0.2574999928474426,0.24230000376701355,0.27059999108314514,0.23229999840259552,0.17239999771118164,0.14569999277591705,0.11749999970197678,0.0868000015616417,0.03920000046491623,0.013100000098347664,0.009200000204145908,0.007799999788403511,0.0071000000461936,0.008100000210106373,0.0034000000450760126,0.006399999838322401,0.003700000001117587,0.003599999938160181,0.0012000000569969416,0.003700000001117587,1.0
0.009600000455975533,0.04039999842643738,0.0681999996304512,0.06880000233650208,0.08869999647140503,0.09319999814033508,0.09549999982118607,0.21400000154972076,0.25459998846054077,0.295199990272522,0.4025000035762787,0.5148000121116638,0.4900999963283539,0.41269999742507935,0.35749998688697815,0.34470000863075256,0.3068000078201294,0.2944999933242798,0.4350999891757965,0.7264000177383423,0.8147000074386597,0.8102999925613403,0.6664999723434448,0.6958000063896179,0.7748000025749207,0.8687999844551086,1.0,0.9940999746322632,0.8792999982833862,0.6481999754905701,0.5875999927520752,0.6407999992370605,0.49720001220703125,0.27549999952316284,0.029999999329447746,0.33559998869895935,0.3167000114917755,0.4133000075817108,0.6280999779701233,0.4977000057697296,0.2612999975681305,0.46970000863075256,0.4805999994277954,0.4921000003814697,0.5293999910354614,0.2215999960899353,0.14010000228881836,0.18880000710487366,0.09470000118017197,0.013399999588727951,0.03099999949336052,0.02370000071823597,0.007799999788403511,0.014399999752640724,0.017000000923871994,0.0012000000569969416,0.010900000110268593,0.003599999938160181,0.00430000014603138,0.0017999999690800905,1.0
0.009399999864399433,0.0333000011742115,0.03060000017285347,0.03759999945759773,0.12960000336170197,0.17949999868869781,0.19089999794960022,0.16920000314712524,0.18700000643730164,0.17249999940395355,0.22280000150203705,0.31060001254081726,0.41440001130104065,0.5156999826431274,0.536899983882904,0.510699987411499,0.64410001039505,0.7325999736785889,0.8163999915122986,0.8855999708175659,0.9890999794006348,1.0,0.875,0.863099992275238,0.9074000120162964,0.8673999905586243,0.7749999761581421,0.6600000262260437,0.5615000128746033,0.4016000032424927,0.23309999704360962,0.11640000343322754,0.10949999839067459,0.04309999942779541,0.061900001019239426,0.1956000030040741,0.21199999749660492,0.32420000433921814,0.41019999980926514,0.2939000129699707,0.19110000133514404,0.17020000517368317,0.10100000351667404,0.15119999647140503,0.14270000159740448,0.10970000177621841,0.11729999631643295,0.09719999879598618,0.07029999792575836,0.02810000069439411,0.02160000056028366,0.015300000086426735,0.01119999960064888,0.02410000003874302,0.01640000008046627,0.005499999970197678,0.007799999788403511,0.005499999970197678,0.009100000374019146,0.0066999997943639755,1.0
